	ID	Taxa	Kingdom	Seq_Length	Site
8456	Q0E671	Danio rerio	Metazoa	430	False
8457	Q0GGX2	Mus musculus	Metazoa	1363	False
8459	Q0WV90	Arabidopsis thaliana	Viridiplantae	1120	False
8462	Q12046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	339	False
8463	Q12124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431	False
8465	Q12321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	False
8466	Q12343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	284	False
8467	Q12406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	477	False
8468	Q12476	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344	False
8470	Q21502	Caenorhabditis elegans	Metazoa	870	False
8471	Q22002	Caenorhabditis elegans	Metazoa	582	False
8472	Q22197	Caenorhabditis elegans	Metazoa	184	False
8473	Q23045	Caenorhabditis elegans	Metazoa	470	False
8477	Q27368	Drosophila melanogaster	Metazoa	805	False
8480	Q2WG80	Danio rerio	Metazoa	140	False
8482	Q336R3	Oryza sativa subsp. japonica	Viridiplantae	844	False
8485	Q38895	Arabidopsis thaliana	Viridiplantae	204	False
8488	Q3U108	Mus musculus	Metazoa	590	False
8491	Q3UYV9	Mus musculus	Metazoa	790	False
8494	Q500V5	Arabidopsis thaliana	Viridiplantae	517	False
8495	Q501D5	Arabidopsis thaliana	Viridiplantae	589	False
8499	Q5IRJ6	Mus musculus	Metazoa	567	False
8503	Q60698	Mus musculus	Metazoa	725	False
8505	Q61127	Mus musculus	Metazoa	525	False
8508	Q61510	Mus musculus	Metazoa	634	False
8509	Q61624	Mus musculus	Metazoa	794	False
8510	Q62504	Mus musculus	Metazoa	3644	False
8514	Q64318	Mus musculus	Metazoa	1117	False
8517	Q680B9	Arabidopsis thaliana	Viridiplantae	528	False
8518	Q681Z2	Arabidopsis thaliana	Viridiplantae	203	False
8521	Q69XJ0	Oryza sativa subsp. japonica	Viridiplantae	295	False
8522	Q6DBA5	Arabidopsis thaliana	Viridiplantae	205	False
8523	Q6IDB0	Arabidopsis thaliana	Viridiplantae	193	False
8525	Q6K431	Oryza sativa subsp. japonica	Viridiplantae	1022	False
8527	Q6X7J9	Arabidopsis thaliana	Viridiplantae	251	False
8531	Q7KRI2	Drosophila melanogaster	Metazoa	127	False
8533	Q7TNK1	Mus musculus	Metazoa	735	False
8534	Q7TNV0	Mus musculus	Metazoa	380	False
8543	Q8BN78	Mus musculus	Metazoa	671	False
8549	Q8H1D4	Arabidopsis thaliana	Viridiplantae	355	False
8550	Q8IRB5	Drosophila melanogaster	Metazoa	1465	False
8551	Q8K2T8	Mus musculus	Metazoa	535	False
8556	Q8LPQ5	Arabidopsis thaliana	Viridiplantae	1254	False
8558	Q8R2K4	Mus musculus	Metazoa	616	False
8561	Q8ST83	Drosophila melanogaster	Metazoa	520	False
8562	Q8SWX0	Drosophila melanogaster	Metazoa	167	False
8563	Q8SX83	Drosophila melanogaster	Metazoa	5560	False
8566	Q8VDP4	Mus musculus	Metazoa	922	False
8568	Q8VY15	Arabidopsis thaliana	Viridiplantae	899	False
8569	Q8W4D0	Arabidopsis thaliana	Viridiplantae	631	False
8574	Q91YT7	Mus musculus	Metazoa	579	False
8575	Q92317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False
8579	Q94165	Caenorhabditis elegans	Metazoa	256	False
8581	Q944Q0	Arabidopsis thaliana	Viridiplantae	563	False
8582	Q94535	Drosophila melanogaster	Metazoa	264	False
8585	Q96305	Arabidopsis thaliana	Viridiplantae	136	False
8591	Q99NI4	Rattus norvegicus	Metazoa	396	False
8594	Q9C7C4	Arabidopsis thaliana	Viridiplantae	327	False
8595	Q9C882	Arabidopsis thaliana	Viridiplantae	587	False
8603	Q9FEN9	Arabidopsis thaliana	Viridiplantae	228	False
8606	Q9FL12	Arabidopsis thaliana	Viridiplantae	592	False
8608	Q9FLU1	Arabidopsis thaliana	Viridiplantae	454	False
8609	Q9FN69	Arabidopsis thaliana	Viridiplantae	637	False
8610	Q9FNN6	Arabidopsis thaliana	Viridiplantae	298	False
8611	Q9FRL5	Arabidopsis thaliana	Viridiplantae	309	False
8614	Q9JHR9	Mus musculus	Metazoa	270	False
8616	Q9JKD9	Mus musculus	Metazoa	465	False
8623	Q9LRH6	Arabidopsis thaliana	Viridiplantae	309	False
8624	Q9LS08	Arabidopsis thaliana	Viridiplantae	344	False
8625	Q9LVG4	Arabidopsis thaliana	Viridiplantae	495	False
8628	Q9LXI8	Arabidopsis thaliana	Viridiplantae	67	False
8629	Q9LZP8	Arabidopsis thaliana	Viridiplantae	146	False
8630	Q9LZW2	Arabidopsis thaliana	Viridiplantae	270	False
8632	Q9N4U5	Caenorhabditis elegans	Metazoa	547	False
8633	Q9N658	Drosophila melanogaster	Metazoa	541	False
8635	Q9QWH1	Mus musculus	Metazoa	850	False
8636	Q9QXX8	Mus musculus	Metazoa	484	False
8641	Q9SIW2	Arabidopsis thaliana	Viridiplantae	888	False
8644	Q9SN74	Arabidopsis thaliana	Viridiplantae	240	False
8650	Q9SYK4	Arabidopsis thaliana	Viridiplantae	1136	False
8651	Q9U1H0	Drosophila melanogaster	Metazoa	1832	False
8656	Q9VBB3	Drosophila melanogaster	Metazoa	328	False
8657	Q9VH07	Drosophila melanogaster	Metazoa	456	False
8658	Q9VH70	Drosophila melanogaster	Metazoa	814	False
8659	Q9VHJ6	Drosophila melanogaster	Metazoa	592	False
8661	Q9VQ56	Drosophila melanogaster	Metazoa	611	False
8662	Q9VQD6	Drosophila melanogaster	Metazoa	381	False
8663	Q9VR17	Drosophila melanogaster	Metazoa	363	False
8666	Q9VW47	Drosophila melanogaster	Metazoa	2531	False
8670	Q9WVR8	Rattus norvegicus	Metazoa	610	False
8675	Q9Z2D7	Mus musculus	Metazoa	554	False
8679	Q22663	Caenorhabditis elegans	Metazoa	183	False
8680	O62090	Caenorhabditis elegans	Metazoa	586	False
8681	Q920G2	Rattus norvegicus	Metazoa	337	False
8682	A0A163UT06	Caenorhabditis elegans	Metazoa	277	False
8683	A0A1W2P872	Mus musculus	Metazoa	492	False
8685	A0SVK0	Arabidopsis thaliana	Viridiplantae	291	False
8686	A1YKT1	Arabidopsis thaliana	Viridiplantae	433	False
8693	E9Q9M8	Mus musculus	Metazoa	600	False
8694	E9QAU8	Mus musculus	Metazoa	347	False
8695	F1QN48	Danio rerio	Metazoa	379	False
8696	F4HU58	Arabidopsis thaliana	Viridiplantae	420	False
8700	G5EEG1	Caenorhabditis elegans	Metazoa	482	False
8701	G5EEG9	Caenorhabditis elegans	Metazoa	399	False
8704	O02219	Caenorhabditis elegans	Metazoa	453	False
8706	O08574	Mus musculus	Metazoa	370	False
8707	O13297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	549	False
8710	O22152	Arabidopsis thaliana	Viridiplantae	229	False
8711	O23174	Arabidopsis thaliana	Viridiplantae	536	False
8717	O49782	Arabidopsis thaliana	Viridiplantae	352	False
8719	O65680	Arabidopsis thaliana	Viridiplantae	279	False
8721	O80931	Arabidopsis thaliana	Viridiplantae	367	False
8723	O82804	Arabidopsis thaliana	Viridiplantae	695	False
8724	O88379	Mus musculus	Metazoa	1555	False
8725	O88491	Mus musculus	Metazoa	2588	False
8726	O88554	Mus musculus	Metazoa	559	False
8735	P06785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304	False
8736	P06786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1428	False
8737	P07272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904	False
8739	P08638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	886	False
8743	P10627	Drosophila melanogaster	Metazoa	490	False
8746	P12954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174	False
8747	P14064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	554	False
8749	P14922	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	966	False
8750	P15315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	225	False
8751	P15873	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	258	False
8753	P17214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	699	False
8754	P17890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251	False
8755	P18289	Drosophila melanogaster	Metazoa	289	False
8758	P20436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	False
8759	P21190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360	False
8760	P21951	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2222	False
8765	P22516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861	False
8767	P23255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1407	False
8773	P26370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	528	False
8776	P28004	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	379	False
8777	P28320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	278	False
8778	P28519	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	371	False
8780	P32570	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121	False
8782	P33301	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	854	False
8784	P33339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1025	False
8787	P34162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	False
8788	P34537	Caenorhabditis elegans	Metazoa	837	False
8790	P34909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587	False
8794	P35817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	686	False
8797	P38111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2368	False
8799	P38781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	883	False
8800	P38811	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3744	False
8801	P38883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	763	False
8803	P39001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	836	False
8805	P40535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	587	False
8808	P40571	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144	False
8812	P41224	Rattus norvegicus	Metazoa	301	False
8814	P41779	Caenorhabditis elegans	Metazoa	338	False
8821	P43587	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155	False
8826	P48437	Mus musculus	Metazoa	737	False
8827	P48985	Mus musculus	Metazoa	351	False
8834	P53218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	158	False
8836	P53725	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	186	False
8837	P53853	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	264	False
8838	P54103	Mus musculus	Metazoa	621	False
8842	P58334	Mus musculus	Metazoa	251	False
8844	P70120	Mus musculus	Metazoa	167	False
8846	P70662	Mus musculus	Metazoa	411	False
8848	P92948	Arabidopsis thaliana	Viridiplantae	844	False
8851	P97609	Rattus norvegicus	Metazoa	1181	False
8854	Q01295	Drosophila melanogaster	Metazoa	727	False
8855	Q02206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625	False
8856	Q02637	Drosophila melanogaster	Metazoa	449	False
8859	Q03372	Drosophila melanogaster	Metazoa	515	False
8860	Q03373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323	False
8862	Q03631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944	False
8863	Q04003	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	481	False
8864	Q04048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	859	False
8870	Q06339	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	672	False
8871	Q06629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	674	False
8873	Q07913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	336	False
8875	Q08683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	685	False
8876	Q08874	Mus musculus	Metazoa	526	False
8878	Q09XV5	Mus musculus	Metazoa	2582	False
8881	Q0WP44	Arabidopsis thaliana	Viridiplantae	1202	False
8883	Q10SU5	Oryza sativa subsp. japonica	Viridiplantae	598	False
8884	Q11107	Caenorhabditis elegans	Metazoa	2248	False
8885	Q12146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	194	False
8886	Q12216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	726	False
8887	Q12309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687	False
8895	Q1G3I2	Arabidopsis thaliana	Viridiplantae	117	False
8899	Q23405	Caenorhabditis elegans	Metazoa	842	False
8901	Q24143	Drosophila melanogaster	Metazoa	723	False
8903	Q24573	Drosophila melanogaster	Metazoa	911	False
8905	Q2MHN3	Mus musculus	Metazoa	2562	False
8910	Q3E7C1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	72	False
8912	Q3UL53	Mus musculus	Metazoa	246	False
8913	Q3UNW5	Mus musculus	Metazoa	479	False
8914	Q45EK2	Caenorhabditis elegans	Metazoa	360	False
8915	Q54ER9	Dictyostelium discoideum	other	602	False
8916	Q54HS3	Dictyostelium discoideum	other	1486	False
8919	Q5ZEP9	Caenorhabditis elegans	Metazoa	281	False
8924	Q62315	Mus musculus	Metazoa	1234	False
8926	Q63398	Rattus norvegicus	Metazoa	584	False
8927	Q63638	Rattus norvegicus	Metazoa	3259	False
8930	Q64267	Mus musculus	Metazoa	272	False
8932	Q69ZR9	Mus musculus	Metazoa	1610	False
8933	Q6EPZ0	Oryza sativa subsp. japonica	Viridiplantae	318	False
8935	Q6NLW5	Arabidopsis thaliana	Viridiplantae	300	False
8937	Q6NQK2	Arabidopsis thaliana	Viridiplantae	449	False
8939	Q6SKR2	Mus musculus	Metazoa	214	False
8940	Q6T938	Danio rerio	Metazoa	355	False
8942	Q6Y685	Mus musculus	Metazoa	774	False
8943	Q6Z2G7	Oryza sativa subsp. japonica	Viridiplantae	361	False
8945	Q700C7	Arabidopsis thaliana	Viridiplantae	364	False
8948	Q7DMA9	Arabidopsis thaliana	Viridiplantae	635	False
8949	Q7JM44	Caenorhabditis elegans	Metazoa	2242	False
8951	Q7KTX8	Drosophila melanogaster	Metazoa	2618	False
8952	Q7M3M8	Drosophila melanogaster	Metazoa	793	False
8957	Q7XYY2	Arabidopsis thaliana	Viridiplantae	836	False
8961	Q867X0	Caenorhabditis elegans	Metazoa	781	False
8962	Q8BKA3	Mus musculus	Metazoa	608	False
8963	Q8BLG0	Mus musculus	Metazoa	1010	False
8964	Q8BM75	Mus musculus	Metazoa	1188	False
8968	Q8C6P8	Mus musculus	Metazoa	421	False
8972	Q8GV05	Arabidopsis thaliana	Viridiplantae	106	False
8974	Q8GZM7	Arabidopsis thaliana	Viridiplantae	478	False
8976	Q8H1U5	Arabidopsis thaliana	Viridiplantae	865	False
8981	Q8L627	Arabidopsis thaliana	Viridiplantae	375	False
8986	Q8RWV3	Arabidopsis thaliana	Viridiplantae	416	False
8989	Q8VZS3	Arabidopsis thaliana	Viridiplantae	354	False
8991	Q8W191	Arabidopsis thaliana	Viridiplantae	149	False
8992	Q8W1E3	Arabidopsis thaliana	Viridiplantae	298	False
8994	Q8W5B1	Arabidopsis thaliana	Viridiplantae	440	False
8998	Q924C5	Mus musculus	Metazoa	1680	False
9005	Q94K49	Arabidopsis thaliana	Viridiplantae	396	False
9006	Q99JB6	Mus musculus	Metazoa	429	False
9007	Q99L02	Mus musculus	Metazoa	253	False
9010	Q9C5Q8	Arabidopsis thaliana	Viridiplantae	942	False
9012	Q9C9T2	Arabidopsis thaliana	Viridiplantae	451	False
9014	Q9CQJ2	Mus musculus	Metazoa	290	False
9016	Q9CX60	Mus musculus	Metazoa	105	False
9018	Q9EQJ4	Rattus norvegicus	Metazoa	579	False
9022	Q9FFY9	Arabidopsis thaliana	Viridiplantae	640	False
9023	Q9FH37	Arabidopsis thaliana	Viridiplantae	234	False
9024	Q9FJV5	Arabidopsis thaliana	Viridiplantae	276	False
9026	Q9FMS5	Arabidopsis thaliana	Viridiplantae	672	False
9027	Q9FNQ0	Arabidopsis thaliana	Viridiplantae	625	False
9029	Q9FNZ5	Arabidopsis thaliana	Viridiplantae	142	False
9032	Q9FX53	Arabidopsis thaliana	Viridiplantae	406	False
9036	Q9JM73	Mus musculus	Metazoa	504	False
9040	Q9LFQ9	Arabidopsis thaliana	Viridiplantae	359	False
9042	Q9LML2	Arabidopsis thaliana	Viridiplantae	979	False
9043	Q9LNE8	Arabidopsis thaliana	Viridiplantae	200	False
9044	Q9LQ02	Arabidopsis thaliana	Viridiplantae	1453	False
9046	Q9LS90	Arabidopsis thaliana	Viridiplantae	460	False
9048	Q9LW29	Arabidopsis thaliana	Viridiplantae	575	False
9051	Q9NK54	Drosophila melanogaster	Metazoa	1711	False
9054	Q9R1X4	Mus musculus	Metazoa	1197	False
9059	Q9SID1	Arabidopsis thaliana	Viridiplantae	238	False
9068	Q9STX3	Arabidopsis thaliana	Viridiplantae	151	False
9072	Q9V444	Drosophila melanogaster	Metazoa	128	False
9073	Q9V9W8	Drosophila melanogaster	Metazoa	815	False
9074	Q9VC56	Drosophila melanogaster	Metazoa	3912	False
9076	Q9VFS6	Drosophila melanogaster	Metazoa	994	False
9077	Q9VGZ5	Drosophila melanogaster	Metazoa	698	False
9078	Q9VH36	Drosophila melanogaster	Metazoa	585	False
9079	Q9VHB0	Drosophila melanogaster	Metazoa	874	False
9080	Q9VKV5	Drosophila melanogaster	Metazoa	319	False
9081	Q9VLP7	Drosophila melanogaster	Metazoa	397	False
9082	Q9VQI9	Drosophila melanogaster	Metazoa	1673	False
9083	Q9VWW0	Drosophila melanogaster	Metazoa	359	False
9084	Q9W0I5	Drosophila melanogaster	Metazoa	251	False
9085	Q9W157	Drosophila melanogaster	Metazoa	971	False
9088	Q9WV02	Mus musculus	Metazoa	391	False
9091	Q9XIN0	Arabidopsis thaliana	Viridiplantae	650	False
9092	Q9Z1B8	Mus musculus	Metazoa	559	False
9094	Q9Z2D6	Mus musculus	Metazoa	484	False
9099	Q9LW57	Arabidopsis thaliana	Viridiplantae	284	False
9104	Q9LW26	Arabidopsis thaliana	Viridiplantae	701	False
9107	P70444	Mus musculus	Metazoa	195	False
9112	Q9LSC4	Arabidopsis thaliana	Viridiplantae	344	False
9114	Q9NJP9	Trypanosoma brucei brucei	other	512	False
9115	Q8CF89	Mus musculus	Metazoa	502	False
9116	P04789	Trypanosoma brucei brucei	other	250	False
9117	P56216	Penicillium simplicissimum	Fungi	560	False
9118	O35387	Mus musculus	Metazoa	280	False
9119	A2AUU0	Mus musculus	Metazoa	281	False
9120	B1B534	Oryza sativa subsp. japonica	Viridiplantae	475	False
9121	B2RWS6	Mus musculus	Metazoa	2412	False
9122	B7WN96	Caenorhabditis elegans	Metazoa	317	False
9129	F4JCX9	Arabidopsis thaliana	Viridiplantae	663	False
9130	F4K3G5	Arabidopsis thaliana	Viridiplantae	1297	False
9132	F8VPJ6	Mus musculus	Metazoa	1459	False
9134	G5EC23	Caenorhabditis elegans	Metazoa	782	False
9145	O35047	Mus musculus	Metazoa	217	False
9149	O49687	Arabidopsis thaliana	Viridiplantae	589	False
9150	O54963	Rattus norvegicus	Metazoa	1069	False
9151	O65312	Arabidopsis thaliana	Viridiplantae	689	False
9153	O81787	Arabidopsis thaliana	Viridiplantae	527	False
9159	P04386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881	False
9160	P05084	Drosophila melanogaster	Metazoa	758	False
9162	P06701	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	978	False
9164	P06778	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471	False
9166	P07261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	False
9167	P07269	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	559	False
9174	P0DKH5	Arabidopsis thaliana	Viridiplantae	1288	False
9175	P0DOY1	Mus musculus	Metazoa	740	False
9177	P10862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	487	False
9178	P11746	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286	False
9179	P12383	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1068	False
9182	P13469	Drosophila melanogaster	Metazoa	542	False
9186	P17629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	752	False
9189	P18480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	905	False
9192	P18911	Mus musculus	Metazoa	458	False
9193	P19538	Drosophila melanogaster	Metazoa	1397	False
9197	P21784	Mus musculus	Metazoa	527	False
9198	P22134	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296	False
9200	P22469	Drosophila melanogaster	Metazoa	90	False
9205	P26188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	False
9208	P26754	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	False
9209	P26755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	122	False
9219	P32389	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	672	False
9220	P32524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280	False
9221	P32833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620	False
9224	P33203	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583	False
9225	P33308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	149	False
9226	P33399	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275	False
9227	P33441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392	False
9228	P34218	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	831	False
9233	P35728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441	False
9234	P38074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	348	False
9236	P38262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	535	False
9237	P38291	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140	False
9238	P38806	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282	False
9240	P39678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	833	False
9243	P40164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	858	False
9245	P40688	Drosophila melanogaster	Metazoa	548	False
9246	P40957	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	749	False
9247	P40993	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198	False
9250	P43572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	832	False
9251	P43605	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281	False
9254	P46678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	594	False
9255	P47027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	764	False
9257	P47822	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140	False
9260	P48512	Arabidopsis thaliana	Viridiplantae	312	False
9261	P48987	Drosophila melanogaster	Metazoa	312	False
9265	P52172	Drosophila melanogaster	Metazoa	1264	False
9268	P53277	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	215	False
9269	P53331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553	False
9270	P53552	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1597	False
9272	P53877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	555	False
9273	P53919	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	492	False
9286	P81269	Mus musculus	Metazoa	269	False
9288	P92973	Arabidopsis thaliana	Viridiplantae	608	False
9292	Q00816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1014	False
9295	Q02336	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	434	False
9296	Q02775	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382	False
9299	Q03063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	452	False
9300	Q03067	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	99	False
9301	Q03388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	795	False
9303	Q04149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632	False
9304	Q04226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	False
9305	Q04264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1277	False
9307	Q05949	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	395	False
9310	Q06213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157	False
9313	Q08024	Mus musculus	Metazoa	187	False
9316	Q08278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222	False
9319	Q09228	Caenorhabditis elegans	Metazoa	1129	False
9321	Q09961	Caenorhabditis elegans	Metazoa	148	False
9323	Q10B19	Oryza sativa subsp. japonica	Viridiplantae	250	False
9329	Q1RNF8	Mus musculus	Metazoa	542	False
9330	Q20709	Caenorhabditis elegans	Metazoa	543	False
9331	Q22717	Caenorhabditis elegans	Metazoa	170	False
9332	Q22795	Caenorhabditis elegans	Metazoa	242	False
9333	Q24119	Drosophila melanogaster	Metazoa	1022	False
9337	Q24472	Drosophila melanogaster	Metazoa	845	False
9340	Q27934	Drosophila melanogaster	Metazoa	400	False
9343	Q336N8	Oryza sativa subsp. japonica	Viridiplantae	858	False
9348	Q58FA4	Mus musculus	Metazoa	860	False
9350	Q5IBH7	Mus musculus	Metazoa	310	False
9351	Q5SUE7	Mus musculus	Metazoa	619	False
9353	Q5XVF0	Arabidopsis thaliana	Viridiplantae	666	False
9354	Q5XVG3	Arabidopsis thaliana	Viridiplantae	287	False
9360	Q62318	Mus musculus	Metazoa	834	False
9365	Q6IDA6	Arabidopsis thaliana	Viridiplantae	162	False
9366	Q6K271	Oryza sativa subsp. japonica	Viridiplantae	738	False
9368	Q6NXH3	Mus musculus	Metazoa	473	False
9369	Q6P6J4	Mus musculus	Metazoa	239	False
9372	Q6RI63	Mus musculus	Metazoa	786	False
9373	Q6S591	Arabidopsis thaliana	Viridiplantae	253	False
9374	Q708Y0	Arabidopsis thaliana	Viridiplantae	623	False
9375	Q7KMJ6	Drosophila melanogaster	Metazoa	793	False
9376	Q7TSH3	Mus musculus	Metazoa	1157	False
9380	Q84JG2	Arabidopsis thaliana	Viridiplantae	469	False
9381	Q84V03	Arabidopsis thaliana	Viridiplantae	778	False
9382	Q8BGD7	Mus musculus	Metazoa	802	False
9383	Q8BGW1	Mus musculus	Metazoa	502	False
9385	Q8BWM0	Mus musculus	Metazoa	384	True
9386	Q8BZ97	Mus musculus	Metazoa	688	False
9390	Q8CHP0	Mus musculus	Metazoa	950	False
